HUGO    Entrez
ABLIM3	22885
ABO	28
ABR	29
ABRA	137735
ABRACL	58527
ABT1	29777
ABT1P1	100420695
ABTB1	80325
ABTB2	25841
ACAA1	30
ACAA2	10449
ACACA	31
ACACB	32
ACAD8	27034
ACAD9	28976
ACAD10	80724
ACAD11	84129
ACADL	33
ACADM	34
ACADS	35
ACADSB	36
ACADVL	37
ACAD~withdrawn	
ACAN	176
ACAP1	9744
ACAP2	23527
ACAP2-IT1	
ACAP3	116983
ACAT1	38
ACAT2	39
ACBD3	64746
ACBD4	79777
ACBD5	91452
ACBD6	84320
ACBD7	414149
ACBP~withdrawn	
ACCN~withdrawn	
ACCPN~withdrawn	
ACCS	84680
ACCSL	390110
ACC~withdrawn	
ACD	65057
ACE	1636
ACE2	59272
ACE3P	100129123
ACER1	125981
ACER2	340485
ACER3	55331
ACHAP~withdrawn	
ACHE	43
ACHM1~withdrawn	
ACHM2~withdrawn	
ACHM3~withdrawn	
ACHRD~withdrawn	
ACHRG~withdrawn	
ACH~withdrawn	
ACIN1	22985
ACKR1	2532
ACKR2	1238
ACKR3	57007
ACKR4	51554
ACLS	
ACLY	47
ACMG~withdrawn	
ACMSD	130013
ACN9	57001
ACO1	48
ACO2	50
ACOT1	641371
ACOT2	10965
ACOT4	122970
ACOT6	641372
ACOT7	11332
ACOT8	10005
ACOT9	23597
ACOT11	26027
ACOT12	134526
ACOT13	55856
ACOX1	51
ACOX2	8309
ACOX3	8310
ACOXL	55289
ACP1	52
ACP2	53
ACP5	54
ACP6	51205
ACPP	55
ACPT	93650
ACR	49
ACRBP	84519
ACRC	93953
ACRV1	56
ACS3~withdrawn	
ACSBG1	23205
ACSBG2	81616
ACSF2	80221
ACSF3	197322
ACSL1	2180
ACSL3	2181
ACSL4	2182
ACSL5	51703
ACSL6	23305
ACSM1	116285
ACSM2A	123876
ACSM2B	348158
ACSM3	6296
ACSM4	341392
ACSM5	54988
ACSM5P1	100421779
ACSM6	142827
ACSS1	84532
ACSS2	55902
ACSS3	79611
ACTA1	58
ACTA2	59
ACTA2-AS1	100132116
ACTA3~withdrawn	
ACTB	60
ACTBL2	345651
ACTBP1	643309
ACTBP2	62
ACTBP3	63
ACTBP4	64
ACTBP5~withdrawn	
ACTBP6	66
ACTBP7	67
ACTBP8	68
ACTBP9	69
ACTBP10	446207
ACTBP11	644220
ACTBP12	100462767
ACTBP13	389120
ACTBP14	389976
ACTC1	70
ACTG1	71
ACTG1P1	73
ACTG1P2	74
ACTG1P3	75
ACTG1P4	648740
ACTG1P6	78
ACTG1P7	79
ACTG1P8	80
ACTG1P9	82
ACTG1P10	83
ACTG1P11	414754
ACTG1P12	100418921
ACTG1P13	100418920
ACTG1P14	100418910
ACTG2	72
ACTL2~withdrawn	
ACTL3~withdrawn	
ACTL4~withdrawn	
ACTL5~withdrawn	
ACTL6A	86
ACTL6B	51412
ACTL7A	10881
ACTL7B	10880
ACTL8	81569
ACTL9	284382
ACTL10	170487
ACTN1	87
ACTN1-AS1	161159
ACTN2	88
ACTN3	89
ACTN4	81
ACTN4P1	344978
ACTN4P2	391026
ACTR1A	10121
ACTR1B	10120
ACTR2	10097
ACTR3	10096
ACTR3B	57180
ACTR3BP1	643050
ACTR3BP2	440888
ACTR3BP3	647156
ACTR3BP4	777774
ACTR3BP5	399746
ACTR3BP6	644773
ACTR3C	653857
ACTR3P1	100288580
ACTR3P2	100129013
ACTR3P3	100128020
ACTR5	79913
ACTR6	64431
ACTR6P1	100421495
ACTR8	93973
ACTR10	55860
ACTRT1	139741
ACTRT2	140625
ACTRT3	84517
ACVR1	90
ACVR1B	91
ACVR1C	130399
ACVR2A	92
ACVR2B	93
ACVR2B-AS1	100128640
ACVRL1	94
ACVRLK2~withdrawn	
ACY1	95
ACY1L~withdrawn	
ACY3	91703
ACYP1	97
ACYP2	98
AD1~withdrawn	
AD2~withdrawn	
AD3~withdrawn	
AD4~withdrawn	
AD5	
ADA	100
ADAD1	132612
ADAD1P1	100422386
ADAD1P2	100422407
ADAD2	161931
ADAL	161823
ADAM1A	8759
ADAM1B	100420505
ADAM2	2515
ADAM3A	1587
ADAM3B	1596
ADAM5	255926
ADAM6	8755
ADAM7	8756
ADAM8	101
ADAM9	8754
ADAM10	102
ADAM11	4185
ADAM12	8038
ADAM12-OT1~withdrawn	
ADAM15	8751
ADAM17	6868
ADAM18	8749
ADAM19	8728
ADAM20	8748
ADAM20P1	317760
ADAM20P2	100533671
ADAM20P3	644325
ADAM21	8747
ADAM21P1	145241
ADAM22	53616
ADAM23	8745
ADAM24P	646479
ADAM28	10863
ADAM29	11086
ADAM30	11085
ADAM32	203102
ADAM33	80332
ADAMDEC1	27299
ADAMTS1	9510
ADAMTS2	9509
ADAMTS3	9508
ADAMTS4	9507
ADAMTS5	11096
ADAMTS6	11174
ADAMTS7	11173
ADAMTS7P1	390660
ADAMTS7P2~withdrawn	
ADAMTS7P3	400406
ADAMTS7P4	642935
ADAMTS8	11095
ADAMTS9	56999
ADAMTS9-AS1	101929335
ADAMTS9-AS2	100507098
ADAMTS10	81794
ADAMTS12	81792
ADAMTS13	11093
ADAMTS14	140766
ADAMTS15	170689
ADAMTS16	170690
ADAMTS17	170691
ADAMTS18	170692
ADAMTS19	171019
ADAMTS19-AS1	
ADAMTS20	80070
ADAMTS21~withdrawn	
ADAMTSL1	92949
ADAMTSL2	9719
ADAMTSL3	57188
ADAMTSL4	54507
ADAMTSL4-AS1	
ADAMTSL5	339366
ADAP1	11033
ADAP2	55803
ADAR	103
ADARB1	104
ADARB2	105
ADARB2-AS1	642394
ADAT1	23536
ADAT2	134637
ADAT3	113179
ADCK1	57143
ADCK2	90956
ADCK3	56997
ADCK4	79934
ADCK5	203054
ADCP1	106
ADCP2~withdrawn	
ADCR~withdrawn	
ADCY1	107
ADCY2	108
ADCY3	109
ADCY4	196883
ADCY5	111
ADCY6	112
ADCY7	113
ADCY8	114
ADCY9	115
ADCY10	55811
ADCY10P1	221442
ADCYAP1	116
ADCYAP1R1	117
ADD1	118
ADD2	119
ADD3	120
ADD3-AS1	100505933
ADDL~withdrawn	
ADFN	122
ADGB	79747
ADH1A	124
ADH1B	125
ADH1C	126
ADH4	127
ADH5	128
ADH5P1~withdrawn	
ADH5P2	343296
ADH5P3	100131810
ADH5P4	642443
ADH6	130
ADH7	131
ADHFE1	137872
ADI1	55256
ADIG	149685
ADIPOQ	9370
ADIPOQ-AS1	100874095
ADIPOR1	51094
ADIPOR1P1	645220
ADIPOR1P2	390503
ADIPOR2	79602
ADIRF	10974
ADIRF-AS1	100133190
ADIR~withdrawn	
ADK	132
ADL~withdrawn	
ADM	133
ADM2	79924
ADM5	199800
ADMLX~withdrawn	
ADMLY~withdrawn	
ADNP	23394
ADNP-AS1	101927631
ADNP2	22850
ADO	84890
ADORA1	134
ADORA2A	135
ADORA2A-AS1	646023
ADORA2B	136
ADORA2BP1	137
ADORA2L1~withdrawn	
ADORA2L2~withdrawn	
ADORA3	140
ADPGK	83440
ADPGK-AS1	100287559
ADPRH	141
ADPRHL1	113622
ADPRHL2	54936
ADPRM	56985
ADRA1A	148
ADRA1B	147
ADRA1C~withdrawn	
ADRA1D	146
ADRA2A	150
ADRA2B	151
ADRA2C	152
ADRA2L1~withdrawn	
ADRB1	153
ADRB2	154
ADRB2RL1~withdrawn	
ADRB3	155
ADRBK1	156
ADRBK2	157
ADRM1	11047
ADSL	158
ADSS	159
ADSSL1	122622
ADTAA~withdrawn	
ADTAB~withdrawn	
ADTB1~withdrawn	
ADTB2~withdrawn	
ADTG~withdrawn	
ADTRP	84830
ADT~withdrawn	
AE1~withdrawn	
AE2~withdrawn	
AEBP1	165
AEBP2	121536
AEMK~withdrawn	
AEN	64782
AEPLC~withdrawn	
AES	166
AEZ~withdrawn	
AF8T	
AFA	
AFAP1	60312
AFAP1-AS1	84740
AFAP1L1	134265
AFAP1L2	84632
AFCP~withdrawn	
AFD1	
AFF1	4299
AFF2	2334
AFF2-IT1	
AFF3	3899
AFF4	27125
AFG3L1P	172
AFG3L2	10939
AFG3L2P1	347028
AFG3~withdrawn	
AFM	173
AFMID	125061
AFP	174
AFTPH	54812
AGA	175
AGAP1	116987
AGAP1-IT1	100506749
AGAP2	116986
AGAP2-AS1	100130776
AGAP3	116988
AGAP4	119016
AGAP5	729092
AGAP6	414189
AGAP7P	653268
AGAP8~withdrawn	
AGAP9	642517
AGAP10	728127
AGAP11	119385
AGBL1	123624
AGBL1-AS1	727915
AGBL2	79841
AGBL3	340351
AGBL4	84871
AGBL4-IT1	
AGBL5	60509
AGBL5-AS1	
AGBL5-IT1	
AGER	177
AGFG1	3267
AGFG2	3268
AGGF1	55109
AGGF1P1	100132380
AGGF1P2	644435
AGGF1P3	391552
AGGF1P4	100129351
AGK	55750
AGKP1	359793
AGL	178
AGMAT	79814
AGMO	392636
AGMX1~withdrawn	
AGMX2	
AGO1	26523
AGO2	27161
AGO3	192669
AGO4	192670
AGPAT1	10554
AGPAT2	10555
AGPAT3	56894
AGPAT4	56895
AGPAT4-IT1	79992
AGPAT5	55326
AGPAT5P1	646231
AGPAT6	137964
AGPAT9	84803
AGPS	8540
AGR2	10551
AGR3	155465
AGRN	375790
AGRP	181
AGS1~withdrawn	
AGS2~withdrawn	
AGS~withdrawn	
AGT	183
AGTBP~withdrawn	
AGTIL~withdrawn	
AGTPBP1	23287
AGTR1	185
AGTR1B~withdrawn	
AGTR2	186
AGTRAP	57085
AGTRL2~withdrawn	
AGXT	189
AGXT2	64902
AHCTF1	25909
AHCTF1P1	285116
AHCY	191
AHCYL1	10768
AHCYL2	23382
AHCYP1	340844
AHCYP2	392387
AHCYP3	402093
AHCYP4	129560
AHCYP5	391470
AHCYP6	100419714
AHCYP7	645486
AHCYP8	
AHC~withdrawn	
AHDC1	27245
AHDS~withdrawn	
AHI1	54806
AHNAK	79026
AHNAK2	113146
AHR	196
AHRR	57491
AHSA1	10598
AHSA2	130872
AHSG	197
AHSP	51327
AIC	192
AICDA	57379
AIDA	64853
AIED~withdrawn	
AIF1	199
AIF1L	83543
AIFM1	9131
AIFM1P1	645120
AIFM2	84883
AIFM3	150209
AIG1	51390
AIG1P1	
AIH1~withdrawn	
AIH2~withdrawn	
AIH3	
AIM1	202
AIM1L	55057
AIM2	9447
AIMP1	9255
AIMP1P1	170547
AIMP1P2	100873064
AIMP2	7965
AIP	9049
AIPL1	23746
AIRE	326
AIRN	100271873
AIS1	
AIS2	378426
AIS3	378427
AJAP1	55966
AJUBA	84962
AK1	203
AK2	204
AK2P1	266920
AK2P2	339736
AK3	50808
AK3P2	100419074
AK3P3	100419075
AK3P4	100129959
AK3P5	100288319
AK3P6	100873789
AK4	205
AK4P1	206
AK4P2	100132104
AK4P3	645619
AK4P4	100128705
AK4P5	100526416
AK4P6	649288
AK5	26289
AK6	102157402
AK6~withdrawn	
AK7	122481
AK8	158067
AK9	221264
AKAP1	8165
AKAP2	11217
AKAP3	10566
AKAP4	8852
AKAP5	9495
AKAP6	9472
AKAP7	9465
AKAP8	10270
AKAP8L	26993
AKAP8P1	646114
AKAP9	10142
AKAP10	11216
AKAP11	11215
AKAP11-IT1~withdrawn	
AKAP12	9590
AKAP13	11214
AKAP14	158798
AKAP17A	8227
AKAP17BP	139516
AKD2~withdrawn	
AKIP1	56672
AKIRIN1	79647
AKIRIN1P1	100418731
AKIRIN1P2	
AKIRIN2	55122
AKIRIN2-AS1~withdrawn	
AKIRIN2P1	100216487
AKNA	80709
AKNAD1	254268
AKR1A1	10327
AKR1B1	231
AKR1B1P1	401982
AKR1B1P2	236
AKR1B1P3	729347
AKR1B1P4	390402
AKR1B1P5	390482
AKR1B1P6	100129769
AKR1B1P7	126242
AKR1B1P8	392525
AKR1B10	57016
AKR1B10P1	340888
AKR1B10P2	643582
AKR1B11~withdrawn	
AKR1B15	441282
AKR1C1	1645
AKR1C2	1646
AKR1C3	8644
AKR1C4	1109
AKR1C5P	100996684
AKR1C6P	389932
AKR1C7P	648947
AKR1C8P	340811
AKR1D1	6718
AKR1D1P1	80701
AKR1E2	83592
AKR7A2	8574
AKR7A2P1	246182
AKR7A3	22977
AKR7L	246181
AKT1	207
AKT1S1	84335
AKT2	208
AKT3	10000
AKT3-IT1	
AKTIP	64400
AKU~withdrawn	
ALAD	210
ALAS1	211
ALAS2	212
ALAS3~withdrawn	
ALB	213
ALCAM	214
ALDH1A1	216
ALDH1A2	8854
ALDH1A3	220
ALDH1B1	219
ALDH1L1	10840
ALDH1L1-AS1	
ALDH1L1-AS2	
ALDH1L2	160428
ALDH2	217
ALDH3A1	218
ALDH3A2	224
ALDH3B1	221
ALDH3B2	222
ALDH4A1	8659
ALDH5A1	7915
ALDH6A1	4329
ALDH7A1	501
ALDH7A1P1	541
ALDH7A1P2	542
ALDH7A1P3	543
ALDH7A1P4	544
ALDH8A1	64577
ALDH9A1	223
ALDH16A1	126133
ALDH18A1	5832
ALDL1~withdrawn	
ALDOA	226
ALDOAP1	391538
ALDOAP2	228
ALDOB	229
ALDOC	230
ALDR1~withdrawn	
ALDRL2~withdrawn	
ALDRL5~withdrawn	
ALD~withdrawn	
ALFN1~withdrawn	
ALG1	56052
ALG1L	200810
ALG1L2	644974
ALG1L3P	100132066
ALG1L5P	647415
ALG1L6P	339879
ALG1L7P	728263
ALG1L8P	645015
ALG1L9P	285407
ALG1L10P	
ALG1L11P	
ALG1L12P	100421097
ALG1L13P	
ALG1L14P	100996649
ALG1L15P	730086
ALG2	85365
ALG3	10195
ALG3P1	442131
ALG5	29880
ALG6	29929
ALG8	79053
ALG9	79796
ALG9-IT1	
ALG10	84920
ALG10B	144245
ALG11	440138
ALG12	79087
ALG13	79868
ALG13-AS1	
ALG14	199857
ALK	238
ALKBH1	8846
ALKBH2	121642
ALKBH3	221120
ALKBH3-AS1	100507300
ALKBH4	54784
ALKBH5	54890
ALKBH6	84964
ALKBH7	84266
ALKBH8	91801
ALLC	55821
ALMS1	7840
ALMS1-IT1	100874291
ALMS1P	200420
ALOX5	240
ALOX5AP	241
ALOX12	239
ALOX12-AS1	100506713
ALOX12B	242
ALOX12P1	243
ALOX12P2	245
ALOX15	246
ALOX15B	247
ALOX15P1	100652883
ALOX15P2	642959
ALOXE3	59344
ALOXE3P1	100420216
ALPI	248
ALPK1	80216
ALPK2	115701
ALPK3	57538
ALPL	249
ALPP	250
ALPPL1~withdrawn	
ALPPL2	251
ALPPP	
ALS1~withdrawn	
ALS2	57679
ALS2CL	259173
ALS2CR1~withdrawn	
ALS2CR6~withdrawn	
ALS2CR11	151254
ALS2CR12	130540
ALS2CR14~withdrawn	
ALS2CR16~withdrawn	
ALS2CR17~withdrawn	
ALS2CR18~withdrawn	
ALS3	
ALS5	
ALS6~withdrawn	
ALS7	406238
ALUNC~withdrawn	
ALX1	8092
ALX3	257
ALX4	60529
ALYREF	10189
AMACR	23600
AMBN	258
AMBP	259
AMBRA1	55626
AMCD1~withdrawn	
AMCD2B~withdrawn	
AMCN	
AMD1	262
AMD1P1	100133024
AMD2~withdrawn	
AMDHD1	144193
AMDHD2	51005
AMDM~withdrawn	
AMDP1	263
AMELX	265
AMELY	266
AMER1	139285
AMER2	219287
AMER3	205147
AMFR	267
AMH	268
AMHR2	269
AMICA1	120425
AMIGO1	57463
AMIGO2	347902
AMIGO3	386724
AMLCR2	
AMMECR1	9949
AMMECR1-IT1	
AMMECR1L	83607
AMMECR1LP1	100420921
AMN	81693
AMN1	196394
AMOT	154796
AMOTL1	154810
AMOTL2	51421
AMPD1	270
AMPD2	271
AMPD3	272
AMPH	273
AMPHL~withdrawn	
AMT	275
AMTN	401138
AMY1A	276
AMY1B	277
AMY1C	278
AMY2A	279
AMY2B	280
AMYP1	281
AMZ1	155185
AMZ2	51321
AMZ2P1	201283
AMZ2P2	100421018
AN1~withdrawn	
AN2~withdrawn	
ANAPC1	64682
ANAPC1P1	100286979
ANAPC2	29882
ANAPC4	29945
ANAPC5	51433
ANAPC7	51434
ANAPC10	10393
ANAPC10P1	729198
ANAPC11	51529
ANAPC13	25847
ANAPC15	25906
ANAPC16	119504
ANCR	
ANE1~withdrawn	
ANG	283
ANGEL1	23357
ANGEL2	90806
ANGPT1	284
ANGPT2	285
ANGPT3~withdrawn	
ANGPT4	51378
ANGPT5~withdrawn	
ANGPTL1	9068
ANGPTL2	23452
ANGPTL3	27329
ANGPTL4	51129
ANGPTL5	253935
ANGPTL6	83854
ANGPTL7	10218
ANHX	647589
ANIB1	116833
ANIB2	449013
ANIB3	497657
ANIB4	
ANK1	286
ANK2	287
ANK3	288
ANKAR	150709
ANKDD1A	348094
ANKDD1B	728780
ANKEF1	63926
ANKFN1	162282
ANKFY1	51479
ANKH	56172
ANKHD1	54882
ANKHD1-EIF4EBP3	404734
ANKIB1	54467
ANKK1	255239
ANKL1~withdrawn	
ANKLE1	126549
ANKLE2	23141
ANKMY1	51281
ANKMY2	57037
ANKRA2	57763
ANKRD1	27063
ANKRD2	26287
ANKRD6	22881
ANKRD7	56311
ANKRD9	
ANKRD10	55608
ANKRD10-IT1	100505494
ANKRD11	29123
ANKRD12	23253
ANKRD13A	88455
ANKRD13B	124930
ANKRD13C	81573
ANKRD13D	338692
ANKRD14~withdrawn	
ANKRD16	54522
ANKRD17	26057
ANKRD18A	253650
ANKRD18B	441459
ANKRD18CP	100287922
ANKRD18DP	348840
ANKRD18EP	100131031
ANKRD19P	138649
ANKRD20A1	84210
ANKRD20A2	441430
ANKRD20A3	441425
ANKRD20A4	728747
ANKRD20A5P	440482
ANKRD20A6P	728157
ANKRD20A7P	653436
ANKRD20A8P	729171
ANKRD20A9P	284232
ANKRD20A10P	100421422
ANKRD20A11P	391267
ANKRD20A12P	100874392
ANKRD20A13P	100132733
ANKRD20A14P	100533719
ANKRD20A15P	100533720
ANKRD20A16P	100421427
ANKRD20A17P	100421363
ANKRD20A18P	391269
ANKRD20A19P	400110
ANKRD20A20P	728788
ANKRD22	118932
ANKRD23	200539
ANKRD24	170961
ANKRD26	22852
ANKRD26P1	124149
ANKRD26P2	646929
ANKRD26P3	100101938
ANKRD26P4	100873882
ANKRD27	84079
ANKRD28	23243
ANKRD29	147463
ANKRD30A	91074
ANKRD30B	374860
ANKRD30BL	554226
ANKRD30BP1	642460
ANKRD30BP2	149992
ANKRD30BP3	338579
ANKRD31	256006
ANKRD32	84250
ANKRD33	341405
ANKRD33B	651746
ANKRD33B-AS1	
ANKRD33B-IT1~withdrawn	
ANKRD34A	284615
ANKRD34B	340120
ANKRD34C	390616
ANKRD35	148741
ANKRD36	375248
ANKRD36B	57730
ANKRD36BP1	84832
ANKRD36BP2	645784
ANKRD36C	400986
ANKRD36P1	100132420
ANKRD37	353322
ANKRD39	51239
ANKRD40	91369
ANKRD42	338699
ANKRD44	91526
ANKRD44-IT1	101927547
ANKRD45	339416
ANKRD46	157567
ANKRD49	54851
ANKRD50	57182
ANKRD52	283373
ANKRD53	79998
ANKRD54	129138
ANKRD54P1	100419962
ANKRD55	79722
ANKRD57P1	100131984
ANKRD60	140731
ANKRD61	
ANKRD62	342850
ANKRD62P1	
ANKRD62P1-PARP4P3	23783
ANKRD63	100131244
ANKRD65	441869
ANKRD66	100287718
ANKS1A	23294
ANKS1B	56899
ANKS3	124401
ANKS4B	257629
ANKS6	203286
ANKUB1	389161
ANKZF1	55139
ANLN	54443
ANO1	55107
ANO1-AS1	
ANO1-AS2	100009613
ANO2	57101
ANO3	63982
ANO4	121601
ANO5	203859
ANO6	196527
ANO7	50636
ANO7P1	101927546
ANO8	57719
ANO9	338440
ANO10	55129
ANOP1	
ANP32A	8125
ANP32A-IT1	80035
ANP32AP1	723972
ANP32B	10541
ANP32BP1	646791
ANP32BP2	100130708
ANP32BP3	100652899
ANP32C	23520
ANP32D	23519
ANP32E	81611
ANPEP	290
ANPRA~withdrawn	
ANPRB~withdrawn	
ANPRC~withdrawn	
ANP~withdrawn	
ANT1~withdrawn	
ANT2~withdrawn	
ANT3~withdrawn	
ANTP2~withdrawn	
ANTP3~withdrawn	
ANTP4~withdrawn	
ANTXR1	84168
ANTXR2	118429
ANTXRL	195977
ANTXRLP1	100996567
ANX1~withdrawn	
ANX2L1~withdrawn	
ANX2L2~withdrawn	
ANX2L3~withdrawn	
ANX2L4~withdrawn	
ANX2LG~withdrawn	
ANX2P1~withdrawn	
ANX2P2~withdrawn	
ANX2P3~withdrawn	
ANX2~withdrawn	
ANX3~withdrawn	
ANX4~withdrawn	
ANX5~withdrawn	
ANX6~withdrawn	
ANX7~withdrawn	
ANX8~withdrawn	
ANX11~withdrawn	
ANX13~withdrawn	
ANX31~withdrawn	
ANXA1	301
ANXA2	302
ANXA2P1	303
ANXA2P2	304
ANXA2P3	305
ANXA2R	389289
ANXA3	306
ANXA4	307
ANXA5	308
ANXA6	309
ANXA7	310
ANXA8	653145
ANXA8L1	728113
ANXA8L2~withdrawn	
ANXA9	8416
ANXA10	11199
ANXA11	311
ANXA13	312
AOAH	313
AOAH-IT1	
AOC1	26
AOC2	314
AOC3	8639
AOC4P	90586
AOM~withdrawn	
AOP1~withdrawn	
AOX1	316
AOX2P	344454
AOX3P	
AP1AR	55435
AP1B1	162
AP1B1P1	23782
AP1B1P2	23781
AP1G1	164
AP1G2	8906
AP1M1	8907
AP1M2	10053
AP1S1	1174
AP1S2	8905
AP1S2P1	
AP1S3	130340
AP2A1	160
AP2A2	161
AP2B1	163
AP2M1	1173
AP2S1	1175
AP3B1	8546
AP3B2	8120
AP3D1	8943
AP3M1	26985
AP3M2	10947
AP3S1	1176
AP3S2	10239
AP4B1	10717
AP4B1-AS1	100287722
AP4E1	23431
AP4M1	9179
AP4S1	11154
AP5B1	91056
AP5M1	55745
AP5S1	55317
AP5Z1	9907
APAF1	317
APAH1~withdrawn	
APBA1	320
APBA2	321
APBA3	9546
APBB1	322
APBB1IP	54518
APBB2	323
APBB3	10307
APC	324
APC2	10297
APCDD1	147495
APCDD1L	164284
APCDD1L-AS1	149773
APCS	325
APECED~withdrawn	
APEH	327
APELA	100506013
APEX1	328
APEX2	27301
APH1A	51107
APH1B	83464
API1~withdrawn	
API2~withdrawn	
API3~withdrawn	
API4~withdrawn	
API5	8539
API5P1	642812
API5P2	728664
API6~withdrawn	
APIP	51074
APITD1	378708
APITD1-CORT	100526739
APLF	200558
APLN	8862
APLNR	187
APLP1	333
APLP2	334
APMAP	57136
APNH~withdrawn	
APOA1	335
APOA1-AS	
APOA1BP	128240
APOA2	336
APOA4	337
APOA5	
APOAL~withdrawn	
APOB	338
APOBEC1	339
APOBEC2	10930
APOBEC3A	200315
APOBEC3AP1	
APOBEC3A_B	100913187
APOBEC3B	9582
APOBEC3B-AS1	
APOBEC3C	27350
APOBEC3D	140564
APOBEC3E~withdrawn	
APOBEC3F	200316
APOBEC3G	60489
APOBEC3H	164668
APOBEC4	403314
APOBER1~withdrawn	
APOBR	55911
APOC1	341
APOC1P1	342
APOC2	344
APOC3	345
APOC4	346
APOC4-APOC2	100533990
APOD	347
APOE	348
APOEL1~withdrawn	
APOF	319
APOH	350
APOJ~withdrawn	
APOL1	8542
APOL2	23780
APOL3	80833
APOL4	80832
APOL5	80831
APOL6	80830
APOLD1	81575
APOM	55937
APOO	79135
APOOL	139322
APOOP1	100286948
APOOP2	100129005
APOOP3	100131528
APOOP4	100128725
APOOP5	644649
APOPT1	84334
APP	351
APPBP2	10513
APPL1	26060
APPL2	55198
APPL2~withdrawn	
APPL~withdrawn	
APRT	353
APR~withdrawn	
APS~withdrawn	
APT1LG1~withdrawn	
APT1~withdrawn	
APTR	100505854
APTX	54840
APY~withdrawn	
AQP1	358
AQP2	359
AQP2L~withdrawn	
AQP3	360
AQP4	361
AQP4-AS1	147429
AQP5	362
AQP6	363
AQP7	364
AQP7L~withdrawn	
AQP7P1	375719
AQP7P2	389756
AQP7P3	441432
AQP7P4	100132938
AQP8	343
AQP9	366
AQP10	89872
AQP11	282679
AQP12A	375318
AQP12B	653437
AQR	9716
AR	367
ARAF	369
ARAFP1	100421741
ARAFP2	644000
ARAFP3	285893
ARAP1	116985
ARAP1-AS1	
ARAP1-AS2	100506020
ARAP2	116984
ARAP3	64411
ARA~withdrawn	
ARC	23237
ARCN1	372
ARCN2~withdrawn	
AREG	374
AREGB~withdrawn	
AREL1	9870
ARF1	375
ARF1P1	442334
ARF1P2	100420012
ARF1P3	442396
ARF2~withdrawn	
ARF3	377
ARF4	378
ARF4P1	380
